"","X","Doses","dose1","dose2","dose3","E40","c0.1","c11.99","c12.01","c23.99","c24.1","c35.99","c36.1","c47.99","c48.1","c59.99","c60.1","c71.99","c72.1","flagged","B=b1d1+b2d2+b3d3"
"810",810,"5.6,3.7,3.1",5.6,3.7,3.1,0.998,15.7101,6.039,6.0039,2.7005,13.0473,4.1788,4.1495,1.6336,10.2992,2.8077,2.7857,1.0129,1.0054,1,1.44712297152441
"811",811,"5.7,3.8,3.7",5.7,3.8,3.7,0.9989,15.9906,6.1468,6.1111,2.7487,13.3754,4.2813,4.2512,1.6734,12.0182,3.2421,3.2166,1.162,1.1533,1,1.47486766167849
"812",812,"5.7,5.4,3",5.7,5.4,3,1,15.9906,6.1468,6.1111,2.7487,17.857,5.5957,5.5562,2.1752,10.5569,2.941,2.9181,1.0679,1.06,1,1.49438215500789
"813",813,"5.7,4,3.6",5.7,4,3.6,0.9993,15.9906,6.1468,6.1111,2.7487,13.9356,4.4456,4.4144,1.7361,11.8005,3.1957,3.1707,1.1473,1.1387,1,1.47727369737567
"814",814,"5.7,3.8,3.3",5.7,3.8,3.3,0.9989,15.9906,6.1468,6.1111,2.7487,13.3754,4.2813,4.2512,1.6734,10.8985,2.9628,2.9396,1.067,1.059,1,1.47380283067078
"815",815,"5.7,4.1,0",5.7,4.1,0,0.9995,15.9906,6.1468,6.1111,2.7487,14.2157,4.5278,4.4959,1.7675,1.755,0.6937,0.689,0.296,0.2943,1,1.46902634003092
"816",816,"5.7,5,4.8",5.7,5,4.8,1,15.9906,6.1468,6.1111,2.7487,16.7366,5.2671,5.2299,2.0497,15.4707,4.151,4.1182,1.4777,1.4666,1,1.49382940764432
"817",817,"5.7,5.4,3.6",5.7,5.4,3.6,1,15.9906,6.1468,6.1111,2.7487,17.857,5.5957,5.5562,2.1752,12.2363,3.36,3.3337,1.2105,1.2015,1,1.49597940151944
"818",818,"5.7,5,0",5.7,5,0,0.9999,15.9906,6.1468,6.1111,2.7487,16.7366,5.2671,5.2299,2.0497,2.0352,0.7993,0.7938,0.3367,0.3347,1,1.48105143555191
"819",819,"5.7,4.5,4.1",5.7,4.5,4.1,0.9998,15.9906,6.1468,6.1111,2.7487,15.3361,4.8563,4.8221,1.8929,13.3557,3.6035,3.5752,1.2888,1.2791,1,1.48528534475807
"820",820,"5.7,3.7,0",5.7,3.7,0,0.9986,15.9906,6.1468,6.1111,2.7487,13.0953,4.1992,4.1697,1.6421,1.6305,0.6468,0.6424,0.2779,0.2764,1,1.4636818531327
"821",821,"5.7,4.5,0",5.7,4.5,0,0.9998,15.9906,6.1468,6.1111,2.7487,15.3361,4.8563,4.8221,1.8929,1.8795,0.7406,0.7356,0.3141,0.3122,1,1.47437082692914
"822",822,"5.7,3.7,3.2",5.7,3.7,3.2,0.9986,15.9906,6.1468,6.1111,2.7487,13.0953,4.1992,4.1697,1.6421,10.5875,2.8812,2.8587,1.0387,1.0309,1,1.4722005011943
"823",823,"5.7,5.3,3.2",5.7,5.3,3.2,1,15.9906,6.1468,6.1111,2.7487,17.5769,5.5135,5.4746,2.1438,11.0856,3.0689,3.045,1.1109,1.1027,1,1.49357844878718
"824",824,"5.7,4.6,3.4",5.7,4.6,3.4,0.9999,15.9906,6.1468,6.1111,2.7487,15.6162,4.9385,4.9037,1.9243,11.4275,3.1265,3.102,1.1269,1.1185,1,1.48475801221915
"825",825,"5.7,4.3,3.5",5.7,4.3,3.5,0.9997,15.9906,6.1468,6.1111,2.7487,14.7759,4.6921,4.659,1.8302,11.614,3.1611,3.1363,1.1371,1.1286,1,1.48101585479741
